Name,epoch/epoch,epoch/accuracy,epoch/val_accuracy,epoch/loss,epoch/val_loss,epoch/learning_rate,Accuracy Train,Accuracy Validation,Precision Train,Precision Validation,Recall Train,Recall Validation,F1 Train,F1 Validation
Red,26,0.9111111164093018,0.3777777850627899,0.2355705946683883,1.829135179519653,0.0005000000237487,0.7111111111111111,0.6888888888888889,0.6396396396396397,0.75,0.8554216867469879,0.75,0.7319587628865979,0.75
Green,84,0.9666666388511658,0.9777777791023254,0.0857456028461456,0.0686483085155487,1.56250007421e-05,0.9888888888888888,0.9777777777777776,0.9879518072289156,1.0,0.9879518072289156,0.9642857142857144,0.9879518072289156,0.9818181818181818
Blue,28,0.9666666388511658,0.5111111402511597,0.1463606357574463,1.7737784385681152,0.0002500000118743,0.6888888888888889,0.8666666666666667,0.6046511627906976,0.84375,0.9397590361445785,0.9642857142857144,0.7358490566037735,0.9
Red-Green,34,0.9666666388511658,0.8888888955116272,0.1306970864534378,0.3045783042907715,0.0005000000237487,0.8111111111111111,0.8888888888888888,0.810126582278481,0.925925925925926,0.7710843373493976,0.8928571428571429,0.7901234567901234,0.9090909090909092
Red-Blue,64,0.9944444298744202,0.9333333373069764,0.0772021487355232,0.1748591810464859,6.25000029685e-05,0.9777777777777776,0.9333333333333332,0.9876543209876544,0.9629629629629628,0.963855421686747,0.9285714285714286,0.975609756097561,0.9454545454545454
Green-Blue,58,0.9777777791023254,0.800000011920929,0.0833498314023017,0.2974273562431335,0.0001250000059371,0.9833333333333332,0.9555555555555556,0.9761904761904762,0.9642857142857144,0.9879518072289156,0.9642857142857144,0.9820359281437124,0.9642857142857144
RGB,75,0.9888888597488404,0.9555555582046508,0.0912027359008789,0.2043825387954712,7.812500371e-06,0.9777777777777776,0.9555555555555556,0.9647058823529412,0.9642857142857144,0.9879518072289156,0.9642857142857144,0.9761904761904762,0.9642857142857144
